Sex,ID,Trial_type,Condition,Total_distance,Velocity,IZ_time,Corner_time,applied_id,cohort_id,model,other,lab
Male,1961,Target,Control,23.2,NA,74.4,NA,CM05,S12,California ,corncob,trainor
Male,1719,Target,Control,15.48,NA,130.2,NA,CM06,S12,California ,corncob,trainor
Male,1739,Target,Control,9.45,NA,78.4,NA,CM07,S12,California ,corncob,trainor
Male,752,Target,Control,48.51,NA,99.7,NA,CM08,S12,California ,corncob,trainor
Male,1522,Target,Control,25.87,NA,78.8,NA,CM09,S12,California ,corncob,trainor
Male,1963,Target,Control,39.52,NA,105.2,NA,CM10,S12,California ,corncob,trainor
Male,1738,Target,Control,11.12,NA,142.7,NA,CM11,S12,California ,corncob,trainor
Male,1322,Target,Control,12.07,NA,96.6,NA,CM12,S12,California ,corncob,trainor
Male,1317,Target,Control,16,NA,159.4,NA,CM13,S12,California ,corncob,trainor
Male,6007,Target,Control,32.09,NA,165.6,NA,CM14,S12,California ,corncob,trainor
Male,1999,Target,Control,13.62,NA,108.3,NA,CM15,S12,California ,sanchips,trainor
Male,1305,Target,Control,38.68,NA,63,NA,CM16,S12,California ,sanchips,trainor
Male,1996,Target,Control,23.6,NA,114.4,NA,CM17,S12,California ,sanchips,trainor
Male,1728,Target,Control,22.6,NA,105.9,NA,CM18,S12,California ,sanchips,trainor
Male,1535,Target,Control,17.03,NA,105.1,NA,CM19,S12,California ,sanchips,trainor
Male,1175,Target,Control,14.85,NA,83.2,NA,CM20,S12,California ,sanchips,trainor
Male,648,Target,Control,16.5,NA,168.3,NA,CM21,S12,California ,sanchips,trainor
Male,501,Target,Control,110.1,NA,83.7,NA,CM22,S12,California ,sanchips,trainor
Male,659,Target,Control,21.28,NA,137,NA,CM23,S12,California ,sanchips,trainor
Male,1989,Target,Control,22.9,NA,137.7,NA,CM24,S12,California ,sanchips,trainor
Male,1988,Target,Control,22.91,NA,125.3,NA,CM25,S12,California ,sanchips,trainor
Male,383,Target,Control,26.06,NA,120.1,NA,CM26,S12,California ,sanchips,trainor
Male,1308,Target,Control,21,NA,82.5,NA,CM27,S12,California ,sanchips,trainor
Male,1530,Target,Control,15.77,NA,106.9,NA,CM28,S12,California ,sanchips,trainor
Male,1179,Target,Control,36.42,NA,138.9,NA,CM29,S12,California ,sanchips,trainor
Male,645,Target,Control,21.07,NA,123.6,NA,CM30,S12,California ,sanchips,trainor
Male,386,Target,Control,40.93,NA,30.4,NA,CM31,S12,California ,sanchips,trainor
Male,1751,Target,Control,29.3,NA,156.8,NA,CM32,S12,California ,sanchips,trainor
Male,436,Target,Control,151.3,NA,141.6,NA,CM33,S12,California ,sanchips,trainor
Male,353,Target,Control,8.66,NA,65,NA,CM34,S12,California ,sanchips,trainor
Male,340,Target,Control,32.36,NA,179.8,NA,CM35,S12,California ,sanchips,trainor
Male,1997,Target,Control,22.54,NA,162,NA,CM36,S12,California ,sanchips,trainor
Male,1720,Target,Control,31.14,NA,119.2,NA,CM37,S12,California ,sanchips,trainor
Male,552,Target,Control,121.6,NA,161.5,NA,CM38,S12,California ,sanchips,trainor
Male,351,Target,Control,19.06,NA,154.1,NA,CM39,S12,California ,sanchips,trainor
Male,1177,Target,Control,12.1,NA,170.6,NA,CM40,S12,California ,sanchips,trainor
Male,433,Target,Control,7.8,NA,44.9,NA,CM41,S12,California ,sanchips,trainor
Male,5989,Target,Control,9.13,NA,65.6,NA,CM42,S12,California ,sanchips,trainor
Male,5990,Target,Control,18.12,NA,138.6,NA,CM43,S12,California ,sanchips,trainor
Male,6008,Target,Control,22.47,NA,159.4,NA,CM44,S12,California ,sanchips,trainor
Male,6003,Target,Control,14.96,NA,88.7,NA,CM45,S12,California ,sanchips,trainor
Male,1453,Target,Stress,25.62,NA,54,NA,SM01,S12,California ,carefresh,trainor
Male,1842,Target,Stress,123.1,NA,166,NA,SM02,S12,California ,carefresh,trainor
Male,299,Target,Stress,27.91,NA,130.9,NA,SM03,S12,California ,carefresh,trainor
Male,1555,Target,Stress,11.74,NA,146,NA,SM04,S12,California ,carefresh,trainor
Male,3764,Target,Stress,112.2,NA,170,NA,SM05,S12,California ,carefresh,trainor
Male,359,Target,Stress,19.42,NA,110.7,NA,SM06,S12,California ,carefresh,trainor
Male,3350,Target,Stress,23.84,NA,171.7,NA,SM07,S12,California ,carefresh,trainor
Male,1321,Target,Stress,47.59,NA,138.2,NA,SM08,S12,California ,carefresh,trainor
Male,3551,Target,Stress,16.22,NA,35.2,NA,SM09,S12,California ,corncob,trainor
Male,1844,Target,Stress,30.39,NA,120,NA,SM10,S12,California ,corncob,trainor
Male,1473,Target,Stress,16.5,NA,138.8,NA,SM11,S12,California ,corncob,trainor
Male,1438,Target,Stress,30.86,NA,144.2,NA,SM12,S12,California ,corncob,trainor
Male,1310,Target,Stress,12.68,NA,158.9,NA,SM13,S12,California ,corncob,trainor
Male,1054,Target,Stress,23.28,NA,130.5,NA,SM14,S12,California ,corncob,trainor
Male,4388,Target,Stress,13.59,NA,105.6,NA,SM15,S12,California ,corncob,trainor
Male,523,Target,Stress,11.54,NA,119.2,NA,SM16,S12,California ,corncob,trainor
Male,1534,Target,Stress,27.97,NA,162.4,NA,SM17,S12,California ,corncob,trainor
Male,1721,Target,Stress,10.04,NA,143.6,NA,SM18,S12,California ,corncob,trainor
Male,305,Target,Stress,5.36,NA,71.1,NA,SM19,S12,California ,sanchips,trainor
Male,1531,Target,Stress,30.17,NA,64,NA,SM20,S12,California ,sanchips,trainor
Male,2516,Target,Stress,54,NA,38.9,NA,SM21,S12,California ,sanchips,trainor
Male,5924,Target,Stress,23.1,NA,130.5,NA,SM22,S12,California ,sanchips,trainor
Male,3048,Target,Stress,31.37,NA,86.1,NA,SM23,S12,California ,sanchips,trainor
Male,1448,Target,Stress,33.03,NA,100.8,NA,SM24,S12,California ,sanchips,trainor
Male,1525,Target,Stress,21.37,NA,107.4,NA,SM25,S12,California ,sanchips,trainor
Male,764,Target,Stress,29.74,NA,133.6,NA,SM26,S12,California ,sanchips,trainor
Male,570,Target,Stress,24.25,NA,95.5,NA,SM27,S12,California ,sanchips,trainor
Male,1547,Target,Stress,25.9,NA,128.5,NA,SM28,S12,California ,sanchips,trainor
Male,2619,Target,Stress,36.47,NA,103.2,NA,SM29,S12,California ,sanchips,trainor
Male,1711,Target,Stress,22.1,NA,126.7,NA,SM30,S12,California ,sanchips,trainor
Male,1863,Target,Stress,40.61,NA,74,NA,SM31,S12,California ,sanchips,trainor
Male,3582,Target,Stress,16.78,NA,107.6,NA,SM32,S12,California ,sanchips,trainor
Male,361,Target,Stress,41.66,NA,108.3,NA,SM33,S12,California ,sanchips,trainor
Male,1050,Target,Stress,138.2,NA,95.6,NA,SM34,S12,California ,sanchips,trainor
Male,3063,Target,Stress,28.06,NA,68,NA,SM35,S12,California ,sanchips,trainor
Male,1315,Target,Stress,120.5,NA,130.4,NA,SM36,S12,California ,sanchips,trainor
Male,3652,Target,Stress,21.96,NA,138.2,NA,SM37,S12,California ,sanchips,trainor
Female,6,No Target,Control,891.001,6.12035,54.9221,35.7027,CF01,S13,CSW/DS,Fiber,bagot
Female,8,No Target,Control,1299.83,8.88384,82.0161,21.5217,CF02,S13,CSW/DS,Fiber,bagot
Female,9,No Target,Control,1069.53,7.44394,86.0201,12.0121,CF03,S13,CSW/DS,Fiber,bagot
Female,10,No Target,Stress,1358.16,9.51241,97.098,13.5136,SF01,S13,CSW/DS,Fiber,bagot
Female,11,No Target,Stress,1192.24,8.03304,87.188,16.4833,SF02,S13,CSW/DS,Fiber,bagot
Female,12,No Target,Stress,1088.46,7.39031,92.1263,15.2821,SF03,S13,CSW/DS,Fiber,bagot
Female,13,No Target,Stress,1580.7,10.7544,69.6036,25.8928,SF04,S13,CSW/DS,Fiber,bagot
Female,14,No Target,Stress,1365.06,9.26628,93.6612,15.182,SF05,S13,CSW/DS,Fiber,bagot
Female,25,No Target,Stress,1278.71,8.69389,83.918,24.2912,SF06,S13,CSW/DS,Fiber,bagot
Female,26,No Target,Control,1242.66,8.46413,83.6844,20.0536,CF04,S13,CSW/DS,Fiber,bagot
Female,27,No Target,Stress,1051.95,7.08463,88.2557,11.7786,SF07,S13,CSW/DS,Fiber,bagot
Female,28,No Target,Stress,1399.04,9.47761,67.3012,33.9342,SF08,S13,CSW/DS,Fiber,bagot
Female,29,No Target,Stress,1410.66,9.42635,76.3103,18.0182,SF09,S13,CSW/DS,Fiber,bagot
Female,30,No Target,Stress,1636.97,11.1246,81.6824,18.2851,SF10,S13,CSW/DS,Fiber,bagot
Female,34,No Target,Control,1112.71,7.62758,58.9261,35.4691,CF05,S13,CSW/DS,Fiber,bagot
Female,44,No Target,Control,1113.81,7.53685,103.104,7.87461,CF06,S13,CSW/DS,Fiber,bagot
Female,45,No Target,Stress,1439.95,9.85269,86.7876,7.94135,SF11,S13,CSW/DS,Fiber,bagot
Female,46,No Target,Stress,1456.65,9.84781,87.8887,22.823,SF12,S13,CSW/DS,Fiber,bagot
Female,47,No Target,Stress,1425.18,9.83929,93.6278,15.9161,SF13,S13,CSW/DS,Fiber,bagot
Female,48,No Target,Stress,1019.56,7.18628,115.083,7.74114,SF14,S13,CSW/DS,Fiber,bagot
Female,6,Target,Control,973.961,6.57122,106.841,2.13549,CF01,S13,CSW/DS,Fiber,bagot
Female,8,Target,Control,1179.26,8.04693,90.9251,13.2801,CF02,S13,CSW/DS,Fiber,bagot
Female,9,Target,Control,822.286,5.52673,111.112,5.33872,CF03,S13,CSW/DS,Fiber,bagot
Female,10,Target,Stress,909.078,6.1307,126.594,2.63599,SF01,S13,CSW/DS,Fiber,bagot
Female,11,Target,Stress,850.31,5.72022,85.6197,10.911,SF02,S13,CSW/DS,Fiber,bagot
Female,12,Target,Stress,927.561,6.25816,121.89,5.63902,SF03,S13,CSW/DS,Fiber,bagot
Female,13,Target,Stress,1215.53,8.3039,88.9231,23.824,SF04,S13,CSW/DS,Fiber,bagot
Female,14,Target,Stress,1013,6.94246,121.356,4.17087,SF05,S13,CSW/DS,Fiber,bagot
Female,25,Target,Stress,760.872,5.08091,126.995,0.700707,SF06,S13,CSW/DS,Fiber,bagot
Female,26,Target,Control,1060.3,7.1489,114.983,7.77451,CF04,S13,CSW/DS,Fiber,bagot
Female,27,Target,Stress,1125.45,7.68852,92.0929,21.7887,SF07,S13,CSW/DS,Fiber,bagot
Female,28,Target,Stress,1112.23,7.62597,113.014,14.6147,SF08,S13,CSW/DS,Fiber,bagot
Female,29,Target,Stress,911.358,6.08582,110.311,10.2437,SF09,S13,CSW/DS,Fiber,bagot
Female,30,Target,Stress,1219.59,8.23585,108.776,5.73912,SF10,S13,CSW/DS,Fiber,bagot
Female,34,Target,Control,842.859,5.76586,123.458,6.07279,CF05,S13,CSW/DS,Fiber,bagot
Female,44,Target,Control,557.301,3.83429,136.371,0.367037,CF06,S13,CSW/DS,Fiber,bagot
Female,45,Target,Stress,1249.34,8.74007,95.9969,11.6117,SF11,S13,CSW/DS,Fiber,bagot
Female,46,Target,Stress,1154.93,7.77818,112.28,15.6158,SF12,S13,CSW/DS,Fiber,bagot
Female,47,Target,Stress,1119.52,7.62888,115.083,12.8129,SF13,S13,CSW/DS,Fiber,bagot
Female,48,Target,Stress,1018.41,7.06023,110.044,9.24266,SF14,S13,CSW/DS,Fiber,bagot
Male,SM01,No Target,Defeat,1390.67,9.95176,65.4661,NA,SM01,S14,CSW/DS,MaleWitness,bagot
Male,SM02,No Target,Defeat,1255.93,8.38304,80.3144,NA,SM02,S15,CSW/DS,MaleWitness,bagot
Male,SM01,Target,Defeat,955.773,6.91389,86.8877,NA,SM01,S16,CSW/DS,MaleWitness,bagot
Male,SM02,Target,Defeat,536.177,3.57568,84.285,NA,SM02,S17,CSW/DS,MaleWitness,bagot
Male,WM01,No Target,Witness,1064.91,7.20105,75.2426,NA,WM01,S18,CSW/DS,MaleWitness,bagot
Male,WM02,No Target,Witness,1469.21,9.84612,74.6086,NA,WM02,S19,CSW/DS,MaleWitness,bagot
Male,WM01,Target,Witness,1056.85,7.25625,103.137,NA,WM01,S20,CSW/DS,MaleWitness,bagot
Male,WM02,Target,Witness,1223.36,8.69014,57.0242,NA,WM02,S21,CSW/DS,MaleWitness,bagot
Male,CM01,No Target,Control,1484.72,9.93453,81.5823,NA,CM01,S22,CSW/DS,MaleWitness,bagot
Male,CM02,No Target,Control,1452.79,9.74481,78.1455,NA,CM02,S23,CSW/DS,MaleWitness,bagot
Male,CM01,Target,Control,1206.86,8.08073,83.9514,NA,CM01,S24,CSW/DS,MaleWitness,bagot
Male,CM02,Target,Control,1215.2,8.15475,90.6915,NA,CM02,S25,CSW/DS,MaleWitness,bagot
Male,SM03,No Target,Defeat,1301.31,8.71701,59.2932,NA,SM03,S26,CSW/DS,MaleWitness,bagot
Male,SM04,No Target,Defeat,1378.43,9.23981,67.0677,NA,SM04,S27,CSW/DS,MaleWitness,bagot
Male,SM03,Target,Defeat,774.633,5.18436,63.9645,NA,SM03,S28,CSW/DS,MaleWitness,bagot
Male,SM04,Target,Defeat,785.472,5.27102,86.9878,NA,SM04,S29,CSW/DS,MaleWitness,bagot
Male,WM03,No Target,Witness,1254.09,8.37264,58.2921,NA,WM03,S30,CSW/DS,MaleWitness,bagot
Male,WM04,No Target,Witness,1672.74,11.2151,68.8028,NA,WM04,S31,CSW/DS,MaleWitness,bagot
Male,WM03,Target,Witness,1034.23,6.90634,77.5115,NA,WM03,S32,CSW/DS,MaleWitness,bagot
Male,WM04,Target,Witness,1294.7,8.68635,105.273,NA,WM04,S33,CSW/DS,MaleWitness,bagot
Male,CM03,No Target,Control,1180.36,7.9121,98.8664,NA,CM03,S34,CSW/DS,MaleWitness,bagot
Male,CM04,No Target,Control,1489.86,9.98227,78.646,NA,CM04,S35,CSW/DS,MaleWitness,bagot
Male,CM03,Target,Control,996.13,6.77416,91.2254,NA,CM03,S36,CSW/DS,MaleWitness,bagot
Male,CM04,Target,Control,1071.47,7.18223,95.4296,NA,CM04,S37,CSW/DS,MaleWitness,bagot
Male,SM06,No Target,Defeat,1244.72,8.33234,82.8836,NA,SM06,S38,CSW/DS,MaleWitness,bagot
Male,SM13,No Target,Defeat,1594.35,10.6562,56.1233,NA,SM13,S39,CSW/DS,MaleWitness,bagot
Male,SM06,Target,Defeat,824.056,5.51267,104.272,NA,SM06,S40,CSW/DS,MaleWitness,bagot
Male,SM13,Target,Defeat,1287.86,8.62881,40.6076,NA,SM13,S41,CSW/DS,MaleWitness,bagot
Male,WM05,No Target,Witness,1585.87,10.6255,62.096,NA,WM05,S42,CSW/DS,MaleWitness,bagot
Male,WM06,No Target,Witness,1308.81,8.78692,82.55,NA,WM06,S43,CSW/DS,MaleWitness,bagot
Male,WM05,Target,Witness,1245.77,8.33563,84.4852,NA,WM05,S44,CSW/DS,MaleWitness,bagot
Male,WM06,Target,Witness,1028.08,6.89134,111.913,NA,WM06,S45,CSW/DS,MaleWitness,bagot
Male,CM05,No Target,Control,1568.28,10.4749,64.9989,NA,CM05,S46,CSW/DS,MaleWitness,bagot
Male,CM06,No Target,Control,1536.93,10.3069,53.9544,NA,CM06,S47,CSW/DS,MaleWitness,bagot
Male,CM05,Target,Control,1048.75,7.01576,99.9675,NA,CM05,S48,CSW/DS,MaleWitness,bagot
Male,CM06,Target,Control,1073.44,7.19379,92.3265,NA,CM06,S49,CSW/DS,MaleWitness,bagot
Male,SM07,No Target,Defeat,1513.2,10.1251,54.4549,NA,SM07,S50,CSW/DS,MaleWitness,bagot
Male,SM08,No Target,Defeat,1499.61,10.0454,50.184,NA,SM08,S51,CSW/DS,MaleWitness,bagot
Male,SM07,Target,Defeat,1135.84,7.5984,49.9504,NA,SM07,S52,CSW/DS,MaleWitness,bagot
Male,SM08,Target,Defeat,820.943,5.53011,39.0728,NA,SM08,S53,CSW/DS,MaleWitness,bagot
Male,WM07,No Target,Witness,1537.47,10.2966,75.3427,NA,WM07,S54,CSW/DS,MaleWitness,bagot
Male,WM08,No Target,Witness,1601.25,11.572,70.2375,NA,WM08,S55,CSW/DS,MaleWitness,bagot
Male,WM07,Target,Witness,1361.34,9.22221,105.206,NA,WM07,S56,CSW/DS,MaleWitness,bagot
Male,WM08,Target,Witness,1474.26,9.86669,83.918,NA,WM08,S57,CSW/DS,MaleWitness,bagot
Male,CM07,No Target,Control,1321.42,8.83986,66.6339,NA,CM07,S58,CSW/DS,MaleWitness,bagot
Male,CM08,No Target,Control,1591.21,10.6661,51.2517,NA,CM08,S59,CSW/DS,MaleWitness,bagot
Male,CM07,Target,Control,1032.18,6.90955,96.9645,NA,CM07,S60,CSW/DS,MaleWitness,bagot
Male,CM08,Target,Control,1371.23,9.18535,75.5095,NA,CM08,S61,CSW/DS,MaleWitness,bagot
Male,SM09,No Target,Defeat,1134.69,7.58224,46.1132,NA,SM09,S62,CSW/DS,MaleWitness,bagot
Male,SM10,No Target,Defeat,1545.86,10.3644,56.4903,NA,SM10,S63,CSW/DS,MaleWitness,bagot
Male,SM09,Target,Defeat,716.623,4.7865,84.8856,NA,SM09,S64,CSW/DS,MaleWitness,bagot
Male,SM10,Target,Defeat,859.366,5.76174,32.0991,NA,SM10,S65,CSW/DS,MaleWitness,bagot
Male,WM09,No Target,Witness,1403.42,9.40524,56.3902,NA,WM09,S66,CSW/DS,MaleWitness,bagot
Male,WM10,No Target,Witness,1411.33,9.83886,79.7805,NA,WM10,S67,CSW/DS,MaleWitness,bagot
Male,WM09,Target,Witness,1091.89,7.293,95.5631,NA,WM09,S68,CSW/DS,MaleWitness,bagot
Male,WM10,Target,Witness,1052.09,7.05546,102.737,NA,WM10,S69,CSW/DS,MaleWitness,bagot
Male,CM09,No Target,Control,1310.06,8.77365,81.7825,NA,CM09,S70,CSW/DS,MaleWitness,bagot
Male,CM10,No Target,Control,1111.76,8.64089,50.3842,NA,CM10,S71,CSW/DS,MaleWitness,bagot
Male,CM09,Target,Control,1049.29,7.02568,66.8007,NA,CM09,S72,CSW/DS,MaleWitness,bagot
Male,CM10,Target,Control,918.32,6.15838,102.604,NA,CM10,S73,CSW/DS,MaleWitness,bagot
Male,SM11,No Target,Defeat,1042.09,6.95264,40.6744,NA,SM11,S74,CSW/DS,MaleWitness,bagot
Male,SM12,No Target,Defeat,1600.58,10.7337,73.8078,NA,SM12,S75,CSW/DS,MaleWitness,bagot
Male,SM11,Target,Defeat,474.136,3.16969,3.57027,NA,SM11,S76,CSW/DS,MaleWitness,bagot
Male,SM12,Target,Defeat,1022.15,6.83632,85.7532,NA,SM12,S77,CSW/DS,MaleWitness,bagot
Male,WM11,No Target,Witness,1272.96,8.51191,56.0566,NA,WM11,S78,CSW/DS,MaleWitness,bagot
Male,WM12,No Target,Witness,285.952,1.96964,0,NA,WM12,S79,CSW/DS,MaleWitness,bagot
Male,WM11,Target,Witness,1166.74,7.79639,61.6288,NA,WM11,S80,CSW/DS,MaleWitness,bagot
Male,WM12,Target,Witness,1047.76,7.03272,81.6824,NA,WM12,S81,CSW/DS,MaleWitness,bagot
Male,CM11,No Target,Control,1559.63,10.4614,62.6632,NA,CM11,S82,CSW/DS,MaleWitness,bagot
Male,CM12,No Target,Control,1261.21,8.45594,95.3629,NA,CM12,S83,CSW/DS,MaleWitness,bagot
Male,CM11,Target,Control,1145.05,7.67369,90.4246,NA,CM11,S84,CSW/DS,MaleWitness,bagot
Male,CM12,Target,Control,902.785,6.05284,61.9959,NA,CM12,S85,CSW/DS,MaleWitness,bagot
Male,WM13,No Target,Witness,1105.33,7.39597,67.5348,NA,WM13,S86,CSW/DS,MaleWitness,bagot
Male,WM14,No Target,Witness,1232.67,8.2683,44.1445,NA,WM14,S87,CSW/DS,MaleWitness,bagot
Male,WM13,Target,Witness,1059.13,7.11543,69.2032,NA,WM13,S88,CSW/DS,MaleWitness,bagot
Male,WM14,Target,Witness,961.161,6.44712,105.54,NA,WM14,S89,CSW/DS,MaleWitness,bagot
Male,CM13,No Target,Control,1366.83,9.17642,76.9109,NA,CM13,S90,CSW/DS,MaleWitness,bagot
Male,CM14,No Target,Control,1770.6,11.8713,57.5581,NA,CM14,S91,CSW/DS,MaleWitness,bagot
Male,CM13,Target,Control,985.402,6.66191,98.3659,NA,CM13,S92,CSW/DS,MaleWitness,bagot
Male,CM14,Target,Control,1062.53,8.5786,76.1769,NA,CM14,S93,CSW/DS,MaleWitness,bagot
Male,SM15,No Target,Defeat,1665.05,11.1511,80.3477,NA,SM15,S94,CSW/DS,MaleWitness,bagot
Male,SM16,No Target,Defeat,1533.59,10.2752,67.8017,NA,SM16,S95,CSW/DS,MaleWitness,bagot
Male,SM15,Target,Defeat,1108.65,7.41155,35.7027,NA,SM15,S96,CSW/DS,MaleWitness,bagot
Male,SM16,Target,Defeat,797.022,5.34255,102.937,NA,SM16,S97,CSW/DS,MaleWitness,bagot
Male,WM15,No Target,Witness,1500.3,10.0321,59.6602,NA,WM15,S98,CSW/DS,MaleWitness,bagot
Male,WM16,No Target,Witness,1451.17,9.72301,54.0545,NA,WM16,S99,CSW/DS,MaleWitness,bagot
Male,WM15,Target,Witness,1102.29,7.37399,90.3245,NA,WM15,S100,CSW/DS,MaleWitness,bagot
Male,WM16,Target,Witness,1004.51,6.73939,104.606,NA,WM16,S101,CSW/DS,MaleWitness,bagot
Male,CM15,No Target,Control,1224.35,8.22354,74.5085,NA,CM15,S102,CSW/DS,MaleWitness,bagot
Male,CM16,No Target,Control,1083.36,8.32936,51.819,NA,CM16,S103,CSW/DS,MaleWitness,bagot
Male,CM15,Target,Control,971.402,6.48822,65.5328,NA,CM15,S104,CSW/DS,MaleWitness,bagot
Male,CM16,Target,Control,1013.44,6.78107,92.5601,NA,CM16,S105,CSW/DS,MaleWitness,bagot
